Run,Total_H_per_s,NumDevices,SpeedLines
1,9461800000.000,1,"Speed.#1.........: 9461.8 MH/s (74.03ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
2,9396400000.000,1,"Speed.#1.........: 9396.4 MH/s (74.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
3,9335800000.000,1,"Speed.#1.........: 9335.8 MH/s (75.10ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
4,9295900000.000,1,"Speed.#1.........: 9295.9 MH/s (75.37ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
5,9250000000.000,1,"Speed.#1.........: 9250.0 MH/s (75.72ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
6,9224600000.000,1,"Speed.#1.........: 9224.6 MH/s (75.93ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
7,9202800000.000,1,"Speed.#1.........: 9202.8 MH/s (76.07ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
8,9185400000.000,1,"Speed.#1.........: 9185.4 MH/s (76.21ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
9,9175300000.000,1,"Speed.#1.........: 9175.3 MH/s (76.33ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
10,9162800000.000,1,"Speed.#1.........: 9162.8 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
11,9156200000.000,1,"Speed.#1.........: 9156.2 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
12,9150400000.000,1,"Speed.#1.........: 9150.4 MH/s (76.50ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
13,9153100000.000,1,"Speed.#1.........: 9153.1 MH/s (76.54ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
14,9141000000.000,1,"Speed.#1.........: 9141.0 MH/s (76.53ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
15,9144800000.000,1,"Speed.#1.........: 9144.8 MH/s (76.60ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
16,9146300000.000,1,"Speed.#1.........: 9146.3 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
17,9139800000.000,1,"Speed.#1.........: 9139.8 MH/s (76.63ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
18,9139600000.000,1,"Speed.#1.........: 9139.6 MH/s (76.63ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
19,9143300000.000,1,"Speed.#1.........: 9143.3 MH/s (76.60ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
20,9147000000.000,1,"Speed.#1.........: 9147.0 MH/s (76.57ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
21,9141900000.000,1,"Speed.#1.........: 9141.9 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
22,9148900000.000,1,"Speed.#1.........: 9148.9 MH/s (76.58ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
23,9144400000.000,1,"Speed.#1.........: 9144.4 MH/s (76.58ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
24,9140500000.000,1,"Speed.#1.........: 9140.5 MH/s (76.60ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
25,9154400000.000,1,"Speed.#1.........: 9154.4 MH/s (76.58ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
26,9150200000.000,1,"Speed.#1.........: 9150.2 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
27,9146500000.000,1,"Speed.#1.........: 9146.5 MH/s (76.60ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
28,9144600000.000,1,"Speed.#1.........: 9144.6 MH/s (76.59ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
29,9140900000.000,1,"Speed.#1.........: 9140.9 MH/s (76.62ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
30,9137500000.000,1,"Speed.#1.........: 9137.5 MH/s (76.59ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
31,9138300000.000,1,"Speed.#1.........: 9138.3 MH/s (76.60ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
32,9147900000.000,1,"Speed.#1.........: 9147.9 MH/s (76.59ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
33,9143000000.000,1,"Speed.#1.........: 9143.0 MH/s (76.58ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
34,9144600000.000,1,"Speed.#1.........: 9144.6 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
35,9146500000.000,1,"Speed.#1.........: 9146.5 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
36,9145100000.000,1,"Speed.#1.........: 9145.1 MH/s (76.57ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
37,9149000000.000,1,"Speed.#1.........: 9149.0 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
38,9146100000.000,1,"Speed.#1.........: 9146.1 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
39,9145700000.000,1,"Speed.#1.........: 9145.7 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
40,9146900000.000,1,"Speed.#1.........: 9146.9 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
41,9144300000.000,1,"Speed.#1.........: 9144.3 MH/s (76.57ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
42,9144700000.000,1,"Speed.#1.........: 9144.7 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
43,9146000000.000,1,"Speed.#1.........: 9146.0 MH/s (76.58ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
44,9147800000.000,1,"Speed.#1.........: 9147.8 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
45,9148800000.000,1,"Speed.#1.........: 9148.8 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
46,9141600000.000,1,"Speed.#1.........: 9141.6 MH/s (76.60ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
47,9149000000.000,1,"Speed.#1.........: 9149.0 MH/s (76.63ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
48,9136900000.000,1,"Speed.#1.........: 9136.9 MH/s (76.63ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
49,9148500000.000,1,"Speed.#1.........: 9148.5 MH/s (76.58ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
50,9143900000.000,1,"Speed.#1.........: 9143.9 MH/s (76.59ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
51,9147000000.000,1,"Speed.#1.........: 9147.0 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
52,9140500000.000,1,"Speed.#1.........: 9140.5 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
53,9136700000.000,1,"Speed.#1.........: 9136.7 MH/s (76.61ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
54,9146400000.000,1,"Speed.#1.........: 9146.4 MH/s (76.58ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
55,9144600000.000,1,"Speed.#1.........: 9144.6 MH/s (76.65ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
56,9147600000.000,1,"Speed.#1.........: 9147.6 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
57,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
58,9142200000.000,1,"Speed.#1.........: 9142.2 MH/s (76.60ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
59,9157300000.000,1,"Speed.#1.........: 9157.3 MH/s (76.59ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
60,9146300000.000,1,"Speed.#1.........: 9146.3 MH/s (76.60ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
61,9142500000.000,1,"Speed.#1.........: 9142.5 MH/s (76.62ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
62,9151800000.000,1,"Speed.#1.........: 9151.8 MH/s (76.59ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
63,9146100000.000,1,"Speed.#1.........: 9146.1 MH/s (76.61ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
64,9153800000.000,1,"Speed.#1.........: 9153.8 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
65,9145600000.000,1,"Speed.#1.........: 9145.6 MH/s (76.62ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
66,9146300000.000,1,"Speed.#1.........: 9146.3 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
67,9141100000.000,1,"Speed.#1.........: 9141.1 MH/s (76.64ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
68,9147800000.000,1,"Speed.#1.........: 9147.8 MH/s (76.62ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
69,9149000000.000,1,"Speed.#1.........: 9149.0 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
70,9143300000.000,1,"Speed.#1.........: 9143.3 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
71,9141500000.000,1,"Speed.#1.........: 9141.5 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
72,9143300000.000,1,"Speed.#1.........: 9143.3 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
73,9149200000.000,1,"Speed.#1.........: 9149.2 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
74,9151200000.000,1,"Speed.#1.........: 9151.2 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
75,9145100000.000,1,"Speed.#1.........: 9145.1 MH/s (76.60ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
76,9143600000.000,1,"Speed.#1.........: 9143.6 MH/s (76.61ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
77,9148400000.000,1,"Speed.#1.........: 9148.4 MH/s (76.57ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
78,9138500000.000,1,"Speed.#1.........: 9138.5 MH/s (76.65ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
79,9146700000.000,1,"Speed.#1.........: 9146.7 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
80,9158500000.000,1,"Speed.#1.........: 9158.5 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
81,9156600000.000,1,"Speed.#1.........: 9156.6 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
82,9163600000.000,1,"Speed.#1.........: 9163.6 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
83,9159000000.000,1,"Speed.#1.........: 9159.0 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
84,9163300000.000,1,"Speed.#1.........: 9163.3 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
85,9165500000.000,1,"Speed.#1.........: 9165.5 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
86,9149500000.000,1,"Speed.#1.........: 9149.5 MH/s (76.59ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
87,9148100000.000,1,"Speed.#1.........: 9148.1 MH/s (76.62ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
88,9165400000.000,1,"Speed.#1.........: 9165.4 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
89,9166100000.000,1,"Speed.#1.........: 9166.1 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
90,9163600000.000,1,"Speed.#1.........: 9163.6 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
91,9155800000.000,1,"Speed.#1.........: 9155.8 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
92,9147400000.000,1,"Speed.#1.........: 9147.4 MH/s (76.56ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
93,9148900000.000,1,"Speed.#1.........: 9148.9 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
94,9149900000.000,1,"Speed.#1.........: 9149.9 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
95,9148900000.000,1,"Speed.#1.........: 9148.9 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
96,9145200000.000,1,"Speed.#1.........: 9145.2 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
97,9147100000.000,1,"Speed.#1.........: 9147.1 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
98,9147300000.000,1,"Speed.#1.........: 9147.3 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
99,9146400000.000,1,"Speed.#1.........: 9146.4 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
100,9149500000.000,1,"Speed.#1.........: 9149.5 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
101,9147600000.000,1,"Speed.#1.........: 9147.6 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
102,9151700000.000,1,"Speed.#1.........: 9151.7 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
103,9148200000.000,1,"Speed.#1.........: 9148.2 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
104,9154300000.000,1,"Speed.#1.........: 9154.3 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
105,9151500000.000,1,"Speed.#1.........: 9151.5 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
106,9150800000.000,1,"Speed.#1.........: 9150.8 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
107,9153600000.000,1,"Speed.#1.........: 9153.6 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
108,9150200000.000,1,"Speed.#1.........: 9150.2 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
109,9154700000.000,1,"Speed.#1.........: 9154.7 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
110,9150200000.000,1,"Speed.#1.........: 9150.2 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
111,9153300000.000,1,"Speed.#1.........: 9153.3 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
112,9148300000.000,1,"Speed.#1.........: 9148.3 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
113,9146600000.000,1,"Speed.#1.........: 9146.6 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
114,9150400000.000,1,"Speed.#1.........: 9150.4 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
115,9149400000.000,1,"Speed.#1.........: 9149.4 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
116,9158700000.000,1,"Speed.#1.........: 9158.7 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
117,9147600000.000,1,"Speed.#1.........: 9147.6 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
118,9151700000.000,1,"Speed.#1.........: 9151.7 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
119,9147700000.000,1,"Speed.#1.........: 9147.7 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
120,9149300000.000,1,"Speed.#1.........: 9149.3 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
121,9147000000.000,1,"Speed.#1.........: 9147.0 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
122,9153500000.000,1,"Speed.#1.........: 9153.5 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
123,9147000000.000,1,"Speed.#1.........: 9147.0 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
124,9148800000.000,1,"Speed.#1.........: 9148.8 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
125,9150100000.000,1,"Speed.#1.........: 9150.1 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
126,9150400000.000,1,"Speed.#1.........: 9150.4 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
127,9149700000.000,1,"Speed.#1.........: 9149.7 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
128,9140700000.000,1,"Speed.#1.........: 9140.7 MH/s (76.60ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
129,9153900000.000,1,"Speed.#1.........: 9153.9 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
130,9152400000.000,1,"Speed.#1.........: 9152.4 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
131,9143300000.000,1,"Speed.#1.........: 9143.3 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
132,9151100000.000,1,"Speed.#1.........: 9151.1 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
133,9154000000.000,1,"Speed.#1.........: 9154.0 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
134,9142200000.000,1,"Speed.#1.........: 9142.2 MH/s (76.60ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
135,9147500000.000,1,"Speed.#1.........: 9147.5 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
136,9146400000.000,1,"Speed.#1.........: 9146.4 MH/s (76.58ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
137,9161000000.000,1,"Speed.#1.........: 9161.0 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
138,9148100000.000,1,"Speed.#1.........: 9148.1 MH/s (76.57ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
139,9152200000.000,1,"Speed.#1.........: 9152.2 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
140,9155100000.000,1,"Speed.#1.........: 9155.1 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
141,9141100000.000,1,"Speed.#1.........: 9141.1 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
142,9147700000.000,1,"Speed.#1.........: 9147.7 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
143,9148200000.000,1,"Speed.#1.........: 9148.2 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
144,9146100000.000,1,"Speed.#1.........: 9146.1 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
145,9145700000.000,1,"Speed.#1.........: 9145.7 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
146,9145800000.000,1,"Speed.#1.........: 9145.8 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
147,9150300000.000,1,"Speed.#1.........: 9150.3 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
148,9146400000.000,1,"Speed.#1.........: 9146.4 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
149,9155200000.000,1,"Speed.#1.........: 9155.2 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
150,9147400000.000,1,"Speed.#1.........: 9147.4 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
151,9134300000.000,1,"Speed.#1.........: 9134.3 MH/s (76.64ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
152,9146100000.000,1,"Speed.#1.........: 9146.1 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
153,9142200000.000,1,"Speed.#1.........: 9142.2 MH/s (76.56ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
154,9147300000.000,1,"Speed.#1.........: 9147.3 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
155,9147700000.000,1,"Speed.#1.........: 9147.7 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
156,9155000000.000,1,"Speed.#1.........: 9155.0 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
157,9144500000.000,1,"Speed.#1.........: 9144.5 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
158,9146500000.000,1,"Speed.#1.........: 9146.5 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
159,9146000000.000,1,"Speed.#1.........: 9146.0 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
160,9150300000.000,1,"Speed.#1.........: 9150.3 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
161,9148200000.000,1,"Speed.#1.........: 9148.2 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
162,9150600000.000,1,"Speed.#1.........: 9150.6 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
163,9146300000.000,1,"Speed.#1.........: 9146.3 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
164,9142800000.000,1,"Speed.#1.........: 9142.8 MH/s (76.57ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
165,9150600000.000,1,"Speed.#1.........: 9150.6 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
166,9151400000.000,1,"Speed.#1.........: 9151.4 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
167,9147600000.000,1,"Speed.#1.........: 9147.6 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
168,9148700000.000,1,"Speed.#1.........: 9148.7 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
169,9148100000.000,1,"Speed.#1.........: 9148.1 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
170,9148100000.000,1,"Speed.#1.........: 9148.1 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
171,9147500000.000,1,"Speed.#1.........: 9147.5 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
172,9143900000.000,1,"Speed.#1.........: 9143.9 MH/s (76.57ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
173,9141600000.000,1,"Speed.#1.........: 9141.6 MH/s (76.56ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
174,9148900000.000,1,"Speed.#1.........: 9148.9 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
175,9150800000.000,1,"Speed.#1.........: 9150.8 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
176,9147300000.000,1,"Speed.#1.........: 9147.3 MH/s (76.59ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
177,9149600000.000,1,"Speed.#1.........: 9149.6 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
178,9147400000.000,1,"Speed.#1.........: 9147.4 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
179,9150200000.000,1,"Speed.#1.........: 9150.2 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
180,9144800000.000,1,"Speed.#1.........: 9144.8 MH/s (76.56ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
181,9148900000.000,1,"Speed.#1.........: 9148.9 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
182,9149400000.000,1,"Speed.#1.........: 9149.4 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
183,9144200000.000,1,"Speed.#1.........: 9144.2 MH/s (76.56ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
184,9145100000.000,1,"Speed.#1.........: 9145.1 MH/s (76.56ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
185,9149000000.000,1,"Speed.#1.........: 9149.0 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
186,9147200000.000,1,"Speed.#1.........: 9147.2 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
187,9153900000.000,1,"Speed.#1.........: 9153.9 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
188,9155600000.000,1,"Speed.#1.........: 9155.6 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
189,9147300000.000,1,"Speed.#1.........: 9147.3 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
190,9146700000.000,1,"Speed.#1.........: 9146.7 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
191,9157100000.000,1,"Speed.#1.........: 9157.1 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
192,9146900000.000,1,"Speed.#1.........: 9146.9 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
193,9145300000.000,1,"Speed.#1.........: 9145.3 MH/s (76.54ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
194,9147100000.000,1,"Speed.#1.........: 9147.1 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
195,9148900000.000,1,"Speed.#1.........: 9148.9 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
196,9150100000.000,1,"Speed.#1.........: 9150.1 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
197,9147900000.000,1,"Speed.#1.........: 9147.9 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
198,9152400000.000,1,"Speed.#1.........: 9152.4 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
199,9150700000.000,1,"Speed.#1.........: 9150.7 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
200,9152200000.000,1,"Speed.#1.........: 9152.2 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
201,9148700000.000,1,"Speed.#1.........: 9148.7 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
202,9149300000.000,1,"Speed.#1.........: 9149.3 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
203,9150700000.000,1,"Speed.#1.........: 9150.7 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
204,9145900000.000,1,"Speed.#1.........: 9145.9 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
205,9149900000.000,1,"Speed.#1.........: 9149.9 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
206,9148100000.000,1,"Speed.#1.........: 9148.1 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
207,9150400000.000,1,"Speed.#1.........: 9150.4 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
208,9150300000.000,1,"Speed.#1.........: 9150.3 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
209,9152800000.000,1,"Speed.#1.........: 9152.8 MH/s (76.58ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
210,9152800000.000,1,"Speed.#1.........: 9152.8 MH/s (76.56ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
211,9153300000.000,1,"Speed.#1.........: 9153.3 MH/s (76.55ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
